Model,Prix,Annee,Kilometrage,Boite_Vitesse,Energie,Controle_Technique,Premiere Main,Portes,Places,Puissance
FIAT 500 III,28190,2024,2,Automatique,Électrique,Non requis,Non,3,5,3
AUDI S8 III phase 2,82580,2019,86140,Automatique,Essence,Requis,Non,4,5,52
AUDI Q3 phase 2,28320,2019,96384,Automatique,Diesel,Requis,Non,5,5,8
RENAULT CAPTUR II,25120,2023,18440,Manuelle,Essence,Non requis,Non,5,5,7
BMW X5 G05,72570,2020,93208,Automatique,Diesel,Non requis,Non,5,5,16
AUDI A3 IV SPORTBACK,44130,2023,8212,Automatique,Diesel,Non requis,Oui,5,5,8
VOLKSWAGEN GOLF VIII,29120,2021,29327,Automatique,Essence,Non requis,Oui,5,5,8
RENAULT EXPRESS II VAN,21560,2023,11,Manuelle,Diesel,Non requis,Non,5,2,5
RENAULT MEGANE IV,14470,2019,94478,Automatique,Diesel,Requis,Oui,5,5,5
AUDI A4 V AVANT phase 3,53880,2024,12920,Automatique,Diesel,Non requis,Non,5,5,11
,53880,2024,12920,Automatique,Diesel,Non requis,Non,5,5,11
TOYOTA YARIS III phase 3,21060,2019,21580,Automatique,Hybrides,Non requis,Oui,5,5,3
PEUGEOT 2008 II,27010,2021,37148,Automatique,Essence,Non requis,Oui,5,5,7
PORSCHE 911 TYPE 992,176370,2020,22955,Automatique,Essence,Non requis,Non,2,4,34
JEEP WRANGLER IV phase 2,87240,2023,5600,Automatique,Hybrides,Non requis,Non,4,5,16
MINI III CABRIOLET,23650,2020,37600,Manuelle,Essence,Non requis,Non,2,4,5
,23650,2020,37600,Manuelle,Essence,Non requis,Non,2,4,5
CITROEN C3 ENTREPRISE III phase 2,12180,2022,168848,Manuelle,Diesel,Non requis,Oui,5,2,5
VOLKSWAGEN PASSAT 8 ALLTRACK,47580,2022,37518,Automatique,Diesel,Non requis,Oui,5,5,11
SMART FORTWO III,19780,2019,15924,Automatique,Essence,Non requis,Oui,3,2,4
BMW X2 F39,31440,2019,117401,Manuelle,Diesel,Requis,Oui,5,5,8
CITROEN GRAND C4 SPACETOURER,27270,2022,43247,Manuelle,Diesel,Non requis,Non,5,7,7
HYUNDAI TUCSON III phase 2,21670,2019,48389,Manuelle,Diesel,Non requis,Non,5,5,6
CITROEN C3 III phase 2,16320,2022,65927,Manuelle,Diesel,Non requis,Oui,5,5,5
AUDI A1 II SPORTBACK,27340,2021,42203,Automatique,Essence,Non requis,Non,5,5,6
PEUGEOT 308 II SW phase 2,13030,2020,102828,Manuelle,Essence,Non requis,Oui,5,5,5
BMW SERIE 2 F46 GRAN TOURER phase 2,37100,2019,51840,Automatique,Essence,Requis,Non,5,7,8
PEUGEOT 208 phase 2,16780,2020,54014,Manuelle,Essence,Non requis,Oui,5,5,4
,16780,2020,54014,Manuelle,Essence,Non requis,Oui,5,5,4
CITROEN C5 AIRCROSS,27120,2020,81903,Automatique,Essence,Non requis,Non,5,5,10
CITROEN C5 AIRCROSS,25710,2022,32130,Manuelle,Essence,Non requis,Non,5,5,7
FORD KUGA III,28200,2021,94396,Automatique,Diesel,Non requis,Oui,5,5,10
MINI III 5P phase 2,35360,2023,5839,Manuelle,Essence,Non requis,Oui,5,5,7
OPEL MOKKA II,31300,2023,11,Automatique,Essence,Non requis,Non,5,5,7
,31300,2023,11,Automatique,Essence,Non requis,Non,5,5,7
VOLVO V60 phase 2,24760,2019,97940,Automatique,Diesel,Requis,Oui,5,5,8
CITROEN C3 AIRCROSS,18300,2022,53153,Manuelle,Essence,Non requis,Oui,5,5,6
CITROEN C3 III phase 2,22000,2023,12,Manuelle,Essence,Non requis,Non,5,5,4
AUDI A4 V AVANT phase 3,30060,2020,90459,Automatique,Diesel,Non requis,Oui,5,5,8
FIAT PANDA III,12410,2021,78310,Manuelle,Essence,Non requis,Oui,5,5,4
BMW SERIE 1 F40,39660,2022,74957,Automatique,Diesel,Non requis,Non,5,5,7
DS 3 CROSSBACK,32530,2023,7398,Automatique,Essence,Non requis,Oui,5,5,7
PEUGEOT 208 II,19580,2020,32836,Manuelle,Essence,Non requis,Non,5,5,5
DACIA SANDERO II STEPWAY phase 2,12420,2019,49317,Manuelle,Diesel,Non requis,Oui,5,5,4
PEUGEOT 308 II phase 2,21000,2021,102959,Manuelle,Essence,Non requis,Non,5,5,6
PEUGEOT 2008 II,33750,2024,1100,Automatique,Diesel,Non requis,Non,5,5,7
,33750,2024,1100,Automatique,Diesel,Non requis,Non,5,5,7
LAND ROVER RANGE ROVER VELAR,93360,2022,66387,Automatique,Hybrides,Non requis,Non,5,5,19
PEUGEOT 208 phase 2,14960,2020,32263,Manuelle,Essence,Non requis,Oui,5,5,4
PORSCHE CAYENNE III COUPE,146190,2022,22320,Automatique,Hybrides,Non requis,Non,5,5,22
RENAULT CLIO V,20850,2024,1,Manuelle,Essence,Non requis,Oui,5,5,5
HYUNDAI I10 (2E GENERATION),12360,2020,37501,Manuelle,Essence,Non requis,Non,5,5,4
,12360,2020,37501,Manuelle,Essence,Non requis,Non,5,5,4
PORSCHE TAYCAN,107040,2022,51870,Automatique,Électrique,Non requis,Non,4,5,9
MERCEDES CLASSE S VII phase 2,152390,2023,50430,Automatique,Hybrides,Non requis,Oui,4,5,25
MERCEDES CLASSE B III,34790,2020,43188,Automatique,Essence,Non requis,Non,5,5,9
CITROEN C5 AIRCROSS,31840,2020,70409,Automatique,Diesel,Non requis,Non,5,5,6
PEUGEOT 208 II,21560,2023,43368,Manuelle,Essence,Non requis,Non,5,5,5
CITROEN C3 III,15520,2019,26672,Manuelle,Essence,Requis,Non,5,5,4
CITROEN C3 III phase 2,14730,2019,104772,Automatique,Essence,Requis,Non,5,5,6
AUDI Q3 II,34960,2020,81695,Automatique,Essence,Non requis,Non,5,5,8
MERCEDES-AMG GT 4 PORTES,142980,2020,102607,Automatique,Essence,Non requis,Non,5,5,57
RENAULT CLIO V,17980,2020,57499,Manuelle,Essence,Non requis,Oui,5,5,5
SEAT IBIZA V,18860,2020,123900,Automatique,Essence,Non requis,Non,5,5,6
,18860,2020,123900,Automatique,Essence,Non requis,Non,5,5,6
VOLKSWAGEN GOLF VIII,31780,2022,31270,Automatique,Hybrides,Non requis,Oui,5,5,8
MINI III 5P,22850,2019,61683,Automatique,Diesel,Non requis,Oui,5,5,6
AUDI Q5 II phase 2,69420,2024,30963,Automatique,Diesel,Non requis,Non,5,5,9
PEUGEOT 3008 II,28360,2021,89137,Automatique,Diesel,Non requis,Oui,5,5,7
RENAULT CLIO IV SOCIETE phase 2,9900,2019,128778,Manuelle,Diesel,Requis,Oui,5,2,4
,9900,2019,128778,Manuelle,Diesel,Requis,Oui,5,2,4
NISSAN LEAF II,21450,2021,28250,Automatique,Électrique,Non requis,Non,5,5,4
RENAULT TRAFIC III phase 2,39350,2024,1,Manuelle,Diesel,Non requis,Oui,4,3,7
RENAULT MASTER III,28390,2019,91609,Manuelle,Diesel,Non requis,Non,4,3,8
SKODA KAMIQ,25260,2024,12,Manuelle,Essence,Non requis,Non,5,3,5
PEUGEOT 5008 II,30580,2021,118440,Automatique,Essence,Non requis,Non,5,7,10
OPEL MOKKA II,29230,2022,18381,Automatique,Essence,Non requis,Oui,5,5,7
BMW X5 F15,38740,2019,113301,Automatique,Diesel,Requis,Oui,5,5,13
RENAULT MEGANE IV ESTATE phase 2,19870,2022,66688,Automatique,Diesel,Non requis,Oui,5,5,6
MERCEDES GLE,47490,2019,69150,Automatique,Diesel,Requis,Oui,5,5,12
PEUGEOT 308 II SW phase 2,17440,2020,87634,Manuelle,Diesel,Non requis,Oui,5,5,6
JEEP COMPASS II,27480,2020,68250,Manuelle,Essence,Non requis,Non,5,5,8
,27480,2020,68250,Manuelle,Essence,Non requis,Non,5,5,8
OPEL ASTRA VI,39210,2024,1,Automatique,Hybrides,Non requis,Oui,5,5,8
AUDI Q8,106980,2021,6206,Automatique,Hybrides,Non requis,Oui,5,5,22
MERCEDES CLASSE A IV,32960,2020,76545,Automatique,Essence,Non requis,Oui,5,5,8
RENAULT TRAFIC III phase 2,45750,2024,1,Manuelle,Diesel,Non requis,Oui,4,6,7
VOLKSWAGEN TIGUAN II,36160,2020,49400,Automatique,Essence,Non requis,Oui,5,5,8
,36160,2020,49400,Automatique,Essence,Non requis,Oui,5,5,8
CITROEN C3 III phase 2,22160,2022,21561,Automatique,Essence,Non requis,Non,5,5,6
AUDI A4 V AVANT phase 3,56590,2023,25909,Automatique,Diesel,Non requis,Non,5,5,11
RENAULT KOLEOS II,25390,2020,112369,Automatique,Diesel,Non requis,Oui,5,5,10
PEUGEOT 3008 II,27240,2020,71584,Manuelle,Essence,Non requis,Non,5,5,7
PEUGEOT 2008 II,24350,2022,101441,Manuelle,Essence,Non requis,Non,5,5,5
RENAULT TWINGO III phase 2,13290,2021,41102,Manuelle,Essence,Non requis,Oui,5,4,4
BMW SERIE 3 G20,47340,2022,95694,Automatique,Diesel,Non requis,Non,4,5,10
PEUGEOT 208 phase 2,14020,2020,81382,Manuelle,Essence,Non requis,Oui,5,5,4
PEUGEOT 208 (2E GENERATION),20420,2023,16540,Manuelle,Essence,Non requis,Non,5,5,4
PORSCHE CAYENNE III,108240,2022,14566,Automatique,Hybrides,Non requis,Non,5,5,22
LAND ROVER RANGE ROVER IV phase 2,90600,2020,100184,Automatique,Hybrides,Non requis,Oui,5,5,17
,90600,2020,100184,Automatique,Hybrides,Non requis,Oui,5,5,17
MERCEDES CLA SHOOTING BRAKE phase 2,29950,2019,60744,Automatique,Diesel,Requis,Oui,5,5,7
PEUGEOT 308 II SW phase 2,21370,2020,144898,Automatique,Diesel,Non requis,Non,5,5,9
PORSCHE 911 TYPE 992,237030,2021,19965,Automatique,Essence,Non requis,Oui,2,4,34
BMW X2 F39,36700,2021,69363,Automatique,Diesel,Non requis,Oui,5,5,8
AUDI A3 IV SPORTBACK,44340,2023,10502,Automatique,Hybrides,Non requis,Oui,5,5,8
,44340,2023,10502,Automatique,Hybrides,Non requis,Oui,5,5,8
RENAULT MEGANE IV ESTATE phase 2,19260,2022,89798,Automatique,Diesel,Non requis,Oui,5,5,6
VOLKSWAGEN TIGUAN 2 ALLSPACE phase 2,55660,2023,38316,Automatique,Diesel,Non requis,Oui,5,7,8
CITROEN C3 (3E GENERATION),24970,2023,5695,Automatique,Essence,Non requis,Non,5,7,6
CITROEN BERLINGO III VAN,19620,2022,10645,Manuelle,Diesel,Non requis,Oui,4,3,5
PORSCHE PANAMERA II,96730,2019,114413,Automatique,Hybrides,Non requis,Non,5,4,19
VOLVO XC60 II phase 2,65200,2021,34008,Automatique,Hybrides,Non requis,Oui,5,5,19
PEUGEOT 2008 II,32920,2023,14636,Manuelle,Essence,Non requis,Non,5,5,7
MINI MINI 3 5P,25800,2023,13512,Automatique,Essence,Non requis,Non,5,5,7
PEUGEOT 2008 II,29880,2021,28404,Automatique,Essence,Non requis,Non,5,5,7
RENAULT EXPRESS II VAN,20910,2023,11,Manuelle,Diesel,Non requis,Non,5,2,5
DS DS 4 (2E GENERATION),52860,2023,3567,Automatique,Hybrides,Non requis,Non,5,2,10
,52860,2023,3567,Automatique,Hybrides,Non requis,Non,5,2,10
FORD PUMA II,24580,2021,33415,Manuelle,Essence,Non requis,Non,5,5,6
AUDI Q3 II,38980,2020,68540,Automatique,Essence,Non requis,Oui,5,5,8
CITROEN C4 III,35680,2023,12,Automatique,Diesel,Non requis,Non,5,5,7
PORSCHE CAYENNE III COUPE,108790,2021,35200,Automatique,Hybrides,Non requis,Oui,5,5,22
FORD KUGA 2,24530,2020,69043,Automatique,Diesel,Non requis,Non,5,5,6
,24530,2020,69043,Automatique,Diesel,Non requis,Non,5,5,6
RENAULT CAPTUR phase 2,15730,2019,73767,Manuelle,Diesel,Requis,Oui,5,5,5
PEUGEOT 208 II,19020,2021,55177,Manuelle,Essence,Non requis,Oui,5,5,5
CITROEN C3 III phase 2,22340,2023,11238,Automatique,Essence,Non requis,Oui,5,5,6
PEUGEOT 2008 II,32620,2024,1200,Manuelle,Essence,Non requis,Non,5,5,7
DS 3 CROSSBACK,32280,2020,59668,Automatique,Essence,Non requis,Oui,5,5,6
AUDI Q3 II,43100,2020,27833,Automatique,Essence,Non requis,Non,5,5,8
OPEL CORSA VI,22770,2022,20887,Automatique,Essence,Non requis,Non,5,5,5
SEAT ARONA phase 2,23430,2023,6578,Manuelle,Essence,Non requis,Oui,5,5,5
PEUGEOT 3008 II phase 2,41400,2023,12,Automatique,Essence,Non requis,Non,5,5,7
PEUGEOT 208 II,30730,2024,1240,Automatique,Essence,Non requis,Non,5,5,5
PEUGEOT 3008 (2E GENERATION),43040,2023,24871,Automatique,Diesel,Non requis,Non,5,5,7
,43040,2023,24871,Automatique,Diesel,Non requis,Non,5,5,7
BMW SERIE 2 F44 GRAN COUPE,35950,2022,61970,Automatique,Diesel,Non requis,Non,4,5,8
HYUNDAI IONIQ,25050,2019,81641,Automatique,Hybrides,Requis,Non,5,5,5
VOLKSWAGEN TIGUAN 2,40000,2020,47204,Automatique,Diesel,Non requis,Oui,5,5,8
AUDI A3 IV SPORTBACK,43300,2023,25534,Automatique,Essence,Non requis,Oui,5,5,8
OPEL MOKKA II,37560,2023,8296,Automatique,Essence,Non requis,Oui,5,5,7
,37560,2023,8296,Automatique,Essence,Non requis,Oui,5,5,7
RENAULT MEGANE IV,21580,2020,73046,Automatique,Essence,Non requis,Non,5,5,8
PEUGEOT RIFTER,26620,2021,34188,Manuelle,Diesel,Non requis,Oui,5,5,5
VOLKSWAGEN TAIGO,28490,2023,14508,Manuelle,Essence,Non requis,Oui,5,5,6
DS DS 3 CROSSBACK,23190,2021,64086,Manuelle,Essence,Non requis,Non,5,5,5
MERCEDES GLS 2,110940,2020,48309,Automatique,Diesel,Non requis,Non,5,5,19
RENAULT CLIO V,22180,2024,11,Manuelle,Essence,Non requis,Non,5,5,5
PEUGEOT 3008 II phase 2,39410,2023,19007,Automatique,Diesel,Non requis,Non,5,5,7
FIAT 500 III,24280,2022,23047,Automatique,Électrique,Non requis,Oui,3,4,3
VOLVO V60 II,41980,2021,91873,Automatique,Hybrides,Non requis,Oui,5,5,16
CITROEN C5 AIRCROSS phase 2,36840,2023,30096,Automatique,Diesel,Non requis,Non,5,5,7
FIAT 500 (2E GENERATION),15880,2023,14481,Manuelle,Hybrides,Non requis,Non,3,5,4
,15880,2023,14481,Manuelle,Hybrides,Non requis,Non,3,5,4
CITROEN C4 III,31480,2022,5950,Automatique,Diesel,Non requis,Non,5,5,7
PEUGEOT 508 II,20550,2020,118369,Manuelle,Diesel,Non requis,Oui,5,5,6
DS 3 CROSSBACK,26980,2021,92394,Automatique,Électrique,Non requis,Oui,5,5,4
OPEL INSIGNIA II GRAND SPORT phase 2,19140,2022,126446,Automatique,Diesel,Non requis,Oui,5,5,9
CITROEN GRAND C4 SPACETOURER,35360,2023,23419,Automatique,Diesel,Non requis,Oui,5,7,7
,35360,2023,23419,Automatique,Diesel,Non requis,Oui,5,7,7
OPEL GRANDLAND X,19930,2019,68756,Manuelle,Essence,Requis,Non,5,5,7
RENAULT SCENIC IV,25940,2019,86140,Automatique,Essence,Non requis,Non,5,5,9
FIAT 500 III,15790,2023,27321,Manuelle,Essence,Non requis,Oui,3,4,4
PEUGEOT 208 II,27040,2023,12,Manuelle,Diesel,Non requis,Non,5,5,5
JAGUAR E-PACE phase 2,74850,2023,17748,Automatique,Hybrides,Non requis,Non,5,5,11
KIA NIRO phase 2,26020,2021,77391,Automatique,Hybrides,Non requis,Oui,5,5,4
VOLKSWAGEN ID.3,30460,2021,69633,Automatique,Électrique,Non requis,Non,5,5,5
MERCEDES CLASSE CLS III,57000,2020,117488,Automatique,Hybrides,Non requis,Oui,4,5,25
LAND ROVER RANGE ROVER EVOQUE II,80980,2024,24,Automatique,Hybrides,Non requis,Non,5,5,11
MERCEDES VITO III phase 2,69300,2022,33468,Automatique,Diesel,Non requis,Oui,5,8,10
RENAULT TRAFIC III,22370,2020,115020,Manuelle,Diesel,Non requis,Oui,4,3,5
,22370,2020,115020,Manuelle,Diesel,Non requis,Oui,4,3,5
PORSCHE CAYENNE III COUPE,135680,2022,21122,Automatique,Hybrides,Non requis,Oui,5,5,22
HYUNDAI KONA phase 2,35010,2023,18301,Automatique,Électrique,Non requis,Oui,5,5,3
PEUGEOT 308 III SW,46720,2024,2902,Automatique,Hybrides,Non requis,Oui,5,5,8
VOLKSWAGEN TIGUAN 2 ALLSPACE,31780,2020,121031,Automatique,Diesel,Non requis,Non,5,7,8
HYUNDAI KONA phase 2,41530,2024,1,Automatique,Hybrides,Non requis,Oui,4,5,5
,41530,2024,1,Automatique,Hybrides,Non requis,Oui,4,5,5
RENAULT ESPACE V phase 2,40790,2021,96213,Automatique,Diesel,Non requis,Non,5,5,11
VOLVO XC40,39360,2019,62500,Automatique,Diesel,Requis,Non,5,5,10
VOLKSWAGEN CARAVELLE VI phase 2,56370,2022,22476,Automatique,Diesel,Non requis,Oui,4,9,8
CITROEN E-C4 III,29480,2021,8560,Automatique,Électrique,Non requis,Oui,5,5,4
PORSCHE 911 TYPE 992,232990,2021,9796,Automatique,Essence,Non requis,Non,2,4,34
PEUGEOT 3008 II phase 2,32190,2022,62002,Manuelle,Essence,Non requis,Oui,5,5,7
PEUGEOT 2008 II,27890,2022,44247,Manuelle,Essence,Non requis,Oui,5,5,7
PEUGEOT 208 (2E GENERATION),25490,2024,11,Manuelle,Essence,Non requis,Non,5,5,5
PORSCHE CAYENNE III,107980,2021,93480,Automatique,Hybrides,Non requis,Oui,5,5,20
RENAULT CAPTUR II,23630,2020,40272,Automatique,Essence,Non requis,Non,5,5,7
BMW SERIE 4 G82 M4,122600,2022,36344,Automatique,Essence,Non requis,Non,2,4,41
,122600,2022,36344,Automatique,Essence,Non requis,Non,2,4,41
PEUGEOT 308 III SW,38380,2024,1200,Automatique,Essence,Non requis,Oui,4,5,7
VOLVO XC40,38730,2020,46065,Automatique,Diesel,Non requis,Non,5,5,8
FIAT 500 II phase 2,16500,2021,46020,Manuelle,Essence,Non requis,Non,3,4,4
VOLKSWAGEN TRANSPORTER,32170,2020,128466,Manuelle,Diesel,Non requis,Oui,4,3,7
BMW X5 G05,74380,2020,38497,Automatique,Essence,Non requis,Oui,5,5,23
,74380,2020,38497,Automatique,Essence,Non requis,Oui,5,5,23
KIA CEE D II phase 2,14170,2019,66640,Manuelle,Essence,Requis,Non,3,5,6
MERCEDES CLASSE C V SW,62300,2022,60331,Automatique,Hybrides,Non requis,Non,5,5,11
DS 9,49980,2022,10625,Automatique,Hybrides,Non requis,Non,4,5,11
PEUGEOT 2008 II,29730,2021,71663,Automatique,Essence,Non requis,Oui,5,5,7
CITROEN C5 AIRCROSS phase 2,38620,2024,4909,Automatique,Diesel,Non requis,Oui,4,5,7
CITROEN C3 III,16270,2021,40508,Manuelle,Essence,Non requis,Non,5,5,4
CITROEN C3 III phase 2,24990,2023,3710,Automatique,Essence,Non requis,Non,5,5,6
AUDI A1 (2E GENERATION) SPORTBACK,23760,2021,42176,Manuelle,Essence,Non requis,Non,5,5,5
CITROEN JUMPY III FOURGON,25810,2021,143203,Manuelle,Diesel,Non requis,Oui,4,3,7
DS 7 CROSSBACK,47060,2021,42953,Automatique,Hybrides,Non requis,Non,5,5,9
PEUGEOT 2008 phase 2,20210,2020,112857,Manuelle,Diesel,Non requis,Non,5,5,5
,20210,2020,112857,Manuelle,Diesel,Non requis,Non,5,5,5
PEUGEOT 308 II phase 2,29390,2022,32830,Automatique,Diesel,Non requis,Oui,5,5,7
MERCEDES EQC,68360,2021,42707,Automatique,Électrique,Non requis,Non,5,5,8
DS 3 CROSSBACK,26980,2020,28356,Manuelle,Essence,Non requis,Non,5,5,5
CITROEN C3 (3E GENERATION),23030,2024,610,Manuelle,Essence,Non requis,Non,5,5,6
OPEL MOKKA II,32380,2023,12,Manuelle,Essence,Non requis,Non,5,5,7
,32380,2023,12,Manuelle,Essence,Non requis,Non,5,5,7
PEUGEOT 208 (2E GENERATION),30470,2023,8516,Automatique,Essence,Non requis,Non,5,5,7
PEUGEOT 208 II,18880,2023,21896,Manuelle,Essence,Non requis,Oui,5,5,4
AUDI A4 V AVANT phase 2,30530,2020,90781,Automatique,Diesel,Non requis,Oui,5,5,7
CITROEN C5 AIRCROSS,34760,2023,24265,Automatique,Essence,Non requis,Non,5,5,7
PEUGEOT 3008 II phase 2,25710,2022,70770,Manuelle,Essence,Non requis,Oui,5,5,7
VOLVO XC40,43150,2021,41693,Automatique,Hybrides,Non requis,Oui,5,5,10
RENAULT CAPTUR phase 2,17230,2019,70329,Manuelle,Diesel,Requis,Non,5,5,5
DACIA DUSTER 2,20580,2023,11881,Manuelle,Essence,Non requis,Non,5,5,5
FORD FOCUS III phase 2,17380,2019,98090,Automatique,Diesel,Non requis,Non,5,5,6
PEUGEOT 208 II,31900,2023,3990,Automatique,Essence,Non requis,Non,5,5,5
PEUGEOT 208 II,23080,2024,11,Manuelle,Essence,Non requis,Non,5,5,5
,23080,2024,11,Manuelle,Essence,Non requis,Non,5,5,5
RENAULT GRAND SCENIC IV,21980,2019,102066,Manuelle,Diesel,Requis,Oui,5,5,7
BMW SERIE 1 F40,33020,2021,35584,Automatique,Essence,Non requis,Oui,5,5,6
CUPRA FORMENTOR,46890,2023,21200,Automatique,Hybrides,Non requis,Non,5,5,8
AUDI A3 IV SPORTBACK,30960,2021,88927,Manuelle,Diesel,Non requis,Oui,5,5,6
NISSAN JUKE II,32450,2023,13034,Automatique,Hybrides,Non requis,Non,5,5,5
,32450,2023,13034,Automatique,Hybrides,Non requis,Non,5,5,5
NISSAN X-TRAIL III phase 2,20840,2019,104102,Manuelle,Diesel,Non requis,Oui,5,5,7
PEUGEOT 308 III,45750,2022,1467,Automatique,Hybrides,Non requis,Oui,5,5,10
AUDI A6 V,50290,2022,57694,Automatique,Diesel,Non requis,Oui,4,5,11
LAND ROVER RANGE ROVER EVOQUE II,68770,2024,15750,Automatique,Bicarburation essence bioéthanol,Non requis,Oui,5,5,11
KIA XCEED phase 2,39910,2024,6401,Automatique,Hybrides,Non requis,Non,5,5,5
FORD ECOSPORT phase 2,21760,2021,51579,Manuelle,Essence,Non requis,Non,5,5,6
DACIA JOGGER,25710,2024,11,Manuelle,Bicarburation essence / gpl,Non requis,Non,5,7,5
VOLKSWAGEN TIGUAN 2,35360,2020,29605,Manuelle,Diesel,Non requis,Oui,5,7,8
VOLKSWAGEN T-ROC,39230,2022,36900,Automatique,Essence,Non requis,Non,5,5,8
BMW SERIE 5 G30 phase 2,59980,2021,46582,Automatique,Hybrides,Non requis,Non,4,5,10
PORSCHE MACAN phase 2,111280,2021,21200,Automatique,Essence,Non requis,Oui,5,5,26
,111280,2021,21200,Automatique,Essence,Non requis,Oui,5,5,26
RENAULT TRAFIC III phase 2,38700,2024,1,Manuelle,Diesel,Non requis,Oui,4,3,7
LAND ROVER DISCOVERY SPORT phase 2,67500,2024,9720,Automatique,Hybrides,Non requis,Non,5,5,11
HYUNDAI KONA phase 2,30090,2022,9322,Automatique,Électrique,Non requis,Oui,5,5,2
OPEL VIVARO III,37340,2024,1740,Manuelle,Diesel,Non requis,Non,4,3,5
PEUGEOT 208 II,22550,2024,1,Manuelle,Essence,Non requis,Oui,5,5,5
,22550,2024,1,Manuelle,Essence,Non requis,Oui,5,5,5
MERCEDES EQA,48270,2022,54890,Automatique,Électrique,Non requis,Non,5,5,6
FIAT 500 II phase 2,16180,2022,54276,Manuelle,Essence,Non requis,Oui,3,4,4
FIAT 500 X phase 2,14240,2020,61347,Manuelle,Essence,Non requis,Oui,5,5,6
CITROEN E-C4 III,29130,2023,5002,Automatique,Électrique,Non requis,Oui,5,5,4
RENAULT CLIO 5,20930,2022,17512,Manuelle,Essence,Non requis,Non,5,5,5
VOLKSWAGEN TIGUAN 2,53790,2023,10062,Automatique,Diesel,Non requis,Non,5,5,8
MAZDA MX5 IV ST,30050,2022,11922,Manuelle,Essence,Non requis,Oui,2,2,7
VOLKSWAGEN GOLF VII phase 2,20660,2020,128790,Automatique,Essence,Non requis,Oui,5,5,7
KIA EV6,62520,2022,10030,Automatique,Électrique,Non requis,Oui,5,5,4
DACIA DUSTER II,22210,2020,52821,Manuelle,Essence,Non requis,Non,5,5,7
ALFA ROMEO GIULIA II,40780,2020,26214,Automatique,Diesel,Non requis,Non,4,5,10
,40780,2020,26214,Automatique,Diesel,Non requis,Non,4,5,10
AUDI A7 SPORTBACK II,58020,2019,131382,Automatique,Essence,Non requis,Non,5,5,22
MINI III 5P,38310,2021,38393,Automatique,Essence,Non requis,Oui,5,5,10
ASTON MARTIN VANTAGE II,184500,2020,30135,Automatique,Essence,Non requis,Oui,2,5,40
PEUGEOT PARTNER III FOURGON phase 2,24240,2023,13681,Manuelle,Diesel,Non requis,Oui,5,2,5
PEUGEOT 308 II phase 2,32460,2023,15228,Manuelle,Diesel,Non requis,Non,5,5,7
,32460,2023,15228,Manuelle,Diesel,Non requis,Non,5,5,7
SEAT ATECA,29090,2021,94870,Automatique,Diesel,Non requis,Oui,5,5,8
RENAULT CLIO V,19780,2021,65248,Automatique,Essence,Non requis,Oui,5,5,7
LAND ROVER RANGE ROVER EVOQUE phase 2,42330,2020,64791,Automatique,Diesel,Non requis,Oui,5,5,9
FIAT 500 (3E GENERATION),19800,2024,12,Manuelle,Hybrides,Non requis,Non,3,5,4
OPEL CORSA V,20210,2019,48790,Manuelle,Essence,Non requis,Non,5,5,5
PEUGEOT 308 III,39970,2024,1,Automatique,Essence,Non requis,Oui,5,5,7
CITROEN C3 III,15880,2020,47076,Manuelle,Essence,Non requis,Non,5,5,4
MINI COUNTRYMAN 2,29140,2020,75586,Manuelle,Diesel,Non requis,Non,5,5,8
VOLKSWAGEN GOLF VIII,25690,2023,27972,Automatique,Essence,Non requis,Oui,5,5,6
RENAULT MEGANE IV RS,43030,2019,99507,Automatique,Essence,Requis,Non,5,5,17
SEAT ARONA,24130,2021,30535,Automatique,Diesel,Non requis,Non,5,5,6
,24130,2021,30535,Automatique,Diesel,Non requis,Non,5,5,6
VOLKSWAGEN ARTEON,35690,2020,34261,Automatique,Diesel,Non requis,Oui,5,5,7
SEAT ATECA phase 2,47860,2024,15,Automatique,Diesel,Non requis,Oui,5,5,8
RENAULT TRAFIC III phase 2,43980,2024,1,Manuelle,Diesel,Non requis,Oui,4,6,7
OPEL CORSA VI,18920,2022,31470,Manuelle,Essence,Non requis,Oui,5,5,4
AUDI A5 SPORTBACK II phase 2,61580,2023,43680,Automatique,Diesel,Non requis,Oui,5,5,11
,61580,2023,43680,Automatique,Diesel,Non requis,Oui,5,5,11
FORD PUMA II,22370,2022,64460,Manuelle,Essence,Non requis,Oui,5,5,6
MERCEDES CLASSE A IV AMG,86210,2023,1226,Automatique,Essence,Non requis,Non,5,5,19
VOLKSWAGEN GOLF 7,26430,2020,48947,Automatique,Diesel,Non requis,Oui,5,5,7
OPEL MOKKA 2,31050,2022,24960,Manuelle,Essence,Non requis,Non,5,5,5
PEUGEOT 2008 II,30930,2021,31962,Automatique,Diesel,Non requis,Oui,5,5,7
PEUGEOT 2008 II,34320,2022,10424,Automatique,Diesel,Non requis,Non,5,5,7
AUDI A4 (5E GENERATION) AVANT,44260,2020,50400,Automatique,Diesel,Non requis,Oui,5,5,10
PEUGEOT 2008 II,28790,2022,18915,Automatique,Essence,Non requis,Non,5,5,7
PEUGEOT 2008 II,28540,2021,41999,Automatique,Diesel,Non requis,Non,5,5,7
RENAULT TRAFIC III,22630,2020,105778,Manuelle,Diesel,Non requis,Oui,4,3,5
CITROEN C5 AIRCROSS,32740,2021,81755,Automatique,Diesel,Non requis,Oui,5,5,9
,32740,2021,81755,Automatique,Diesel,Non requis,Oui,5,5,9
